2016-09-15 17:11:51.3905	IDEAL PATH Gaze Factor	-0.0290748358371293	=	0.0555811908983161	*	-0.523105665193836	(none)	2016-09-15 15:11:49.5740
2016-09-15 17:11:51.3905	IDEAL PATH Gaze Factor	-0.0379414326957382	=	0.0561426170690062	*	-0.675804490002729	(none)	2016-09-15 15:11:50.4230
2016-09-15 17:11:51.3905	IDEAL PATH Gaze Factor	-0.0558098015729108	=	0.0842139256035093	*	-0.662714642180095	(none)	2016-09-15 15:11:50.5390
2016-09-15 17:11:51.3905	IDEAL PATH Gaze Factor	-0.0367323964781146	=	0.0561426170690062	*	-0.654269401673348	(none)	2016-09-15 15:11:50.7400
2016-09-15 17:11:51.3905	IDEAL PATH Gaze Factor	-0.0418153806130277	=	0.0746696807017782	*	-0.560004813466838	(none)	2016-09-15 15:11:51.0560
2016-09-15 17:11:51.3905	IDEAL PATH moveDistanceFactor	-0.0857104187710855
2016-09-15 17:11:51.3915	IDEAL PATH eyeMovementsFactor	-0.201373847196921
2016-09-15 17:11:51.3915	IDEAL PATH SCORE	-0.114626275877544
2016-09-15 17:11:51.3925	TargetDistance	1.49397039413452
2016-09-15 17:11:51.3935	GAME DoubleClick	(536.0, 39.0, 0.0)
2016-09-15 15:11:51.2730	EyeTracking Fixation	Started	763	605	-63609549111273
2016-09-15 17:11:51.4105	EyeTracking AOI	NULL
2016-09-15 15:11:51.4220	EyeTracking Fixation	Ended	759	616	149
2016-09-15 17:11:51.4765	EyeTracking AOI	NULL
2016-09-15 15:11:51.4550	EyeTracking Fixation	Started	887	401	-63609549111455
2016-09-15 17:11:51.5966	EyeTracking AOI	NULL
2016-09-15 15:11:51.5890	EyeTracking Fixation	Ended	888	415	134
2016-09-15 17:11:51.6426	EyeTracking AOI	NULL
2016-09-15 15:11:52.1720	EyeTracking Fixation	Started	1454	925	-63609549112172
2016-09-15 17:11:52.3096	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.2720	EyeTracking Fixation	Ended	1450	904	100
2016-09-15 17:11:52.3306	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.2900	EyeTracking Fixation	Started	1460	883	-63609549112290
2016-09-15 17:11:52.4296	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.5050	EyeTracking Fixation	Ended	1452	876	215
2016-09-15 17:11:52.5646	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.5380	EyeTracking Fixation	Started	1489	920	-63609549112538
2016-09-15 17:11:52.6787	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.6880	EyeTracking Fixation	Ended	1489	923	150
2016-09-15 17:11:52.7447	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.7050	EyeTracking Fixation	Started	1671	1030	-63609549112705
2016-09-15 17:11:52.8437	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.8200	EyeTracking Fixation	Ended	1691	1029	115
2016-09-15 17:11:52.8797	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.8380	EyeTracking Fixation	Started	1709	1022	-63609549112838
2016-09-15 17:11:52.9797	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:52.9870	EyeTracking Fixation	Ended	1695	1034	149
2016-09-15 17:11:53.0457	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.0040	EyeTracking Fixation	Started	1676	1043	-63609549113004
2016-09-15 17:11:53.1437	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.2370	EyeTracking Fixation	Ended	1684	1037	233
2016-09-15 17:11:53.2977	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.2710	EyeTracking Fixation	Started	1633	973	-63609549113271
2016-09-15 17:11:53.4287	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.4530	EyeTracking Fixation	Ended	1625	980	182
2016-09-15 17:11:53.5117	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.4870	EyeTracking Fixation	Started	1629	980	-63609549113487
2016-09-15 17:11:53.6308	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 17:11:53.6598	GAME Move	(-0.5, 0.0, 0.0)
2016-09-15 17:11:53.6598	IDEAL PATH Gaze Factor	-0.0105781465785964	=	0.0657190566783639	*	-0.160960109795351	(none)	2016-09-15 15:11:51.2730
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	0.00103121209360842	=	0.059076984717754	*	0.017455394829901	(none)	2016-09-15 15:11:51.4550
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0440873020281746	=	0.0440873020281746	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:52.1720
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0947876993605754	=	0.0947876993605754	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:52.2900
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0661309530422619	=	0.0661309530422619	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:52.5380
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0507003973324008	=	0.0507003973324008	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:52.7050
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0656900800219802	=	0.0656900800219802	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:52.8380
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.102723413725647	=	0.102723413725647	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:53.0040
2016-09-15 17:11:53.6608	IDEAL PATH Gaze Factor	-0.0802388896912778	=	0.0802388896912778	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:53.2710
2016-09-15 17:11:53.6608	IDEAL PATH moveDistanceFactor	0.834065868595902
2016-09-15 17:11:53.6608	IDEAL PATH eyeMovementsFactor	-0.513905669687305
2016-09-15 17:11:53.6608	IDEAL PATH SCORE	0.4970729840251
2016-09-15 17:11:53.6618	TargetDistance	1.34710848331451
2016-09-15 17:11:53.6618	GAME DoubleClick	(1700.0, 174.0, 0.0)
2016-09-15 15:11:53.6700	EyeTracking Fixation	Ended	1629	975	183
2016-09-15 17:11:53.7298	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.7040	EyeTracking Fixation	Started	1388	894	-63609549113704
2016-09-15 17:11:53.8458	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.8700	EyeTracking Fixation	Ended	1399	889	166
2016-09-15 17:11:53.9308	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:53.8860	EyeTracking Fixation	Started	1394	871	-63609549113886
2016-09-15 15:11:53.9870	EyeTracking Fixation	Ended	1381	866	101
2016-09-15 17:11:54.0348	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 17:11:54.0638	EyeTracking AOI	NULL
2016-09-15 15:11:54.9370	EyeTracking Fixation	Started	1762	917	-63609549114937
2016-09-15 17:11:55.0809	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:55.0530	EyeTracking Fixation	Ended	1743	918	116
2016-09-15 17:11:55.1139	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:55.0690	EyeTracking Fixation	Started	1705	918	-63609549115069
2016-09-15 17:11:55.2129	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:55.1690	EyeTracking Fixation	Ended	1706	904	100
2016-09-15 17:11:55.2319	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:55.2040	EyeTracking Fixation	Started	1659	836	-63609549115204
2016-09-15 17:11:55.3469	EyeTracking AOI	NULL
2016-09-15 15:11:55.3020	EyeTracking Fixation	Ended	1650	833	98
2016-09-15 17:11:55.3689	EyeTracking AOI	NULL
2016-09-15 15:11:55.3190	EyeTracking Fixation	Started	1626	828	-63609549115319
2016-09-15 17:11:55.4659	EyeTracking AOI	NULL
2016-09-15 15:11:55.4190	EyeTracking Fixation	Ended	1618	822	100
2016-09-15 17:11:55.4819	EyeTracking AOI	NULL
2016-09-15 15:11:55.4510	EyeTracking Fixation	Started	1841	907	-63609549115451
2016-09-15 17:11:55.5980	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 15:11:55.7860	EyeTracking Fixation	Ended	1826	920	335
2016-09-15 17:11:55.8490	EyeTracking AOI	{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp","definition":{"name":{"en-US":"VirtualAssistantHelp"}}}
2016-09-15 17:11:55.9460	GAME Move	(-0.4, 0.0, -0.1)
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.0801145804859094	=	0.0801145804859094	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:53.4870
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.0726722424079834	=	0.0726722424079834	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:53.7040
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.0442162438747369	=	0.0442162438747369	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:53.8860
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	0.0136211770056545	=	0.0442162438747369	*	0.308058211462801	(none)	2016-09-15 15:11:53.8860
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.0507830127670245	=	0.0507830127670245	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:54.9370
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.0437784592819177	=	0.0437784592819177	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:55.0690
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	0.0201782434310005	=	0.0429028900962793	*	0.470323639869437	(none)	2016-09-15 15:11:55.2040
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	0.0203767218428945	=	0.0437784592819177	*	0.465450867324399	(none)	2016-09-15 15:11:55.3190
2016-09-15 17:11:55.9460	IDEAL PATH Gaze Factor	-0.146657838594424	=	0.146657838594424	*	-1	(http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/VirtualAssistantHelp)	2016-09-15 15:11:55.4510
2016-09-15 17:11:55.9460	IDEAL PATH moveDistanceFactor	0.969325550250298
2016-09-15 17:11:55.9460	IDEAL PATH eyeMovementsFactor	-0.384046235132447
2016-09-15 17:11:55.9460	IDEAL PATH SCORE	0.630982603904612
2016-09-15 17:11:55.9470	TargetDistance	1.17920291423798
2016-09-15 17:11:55.9470	GAME DoubleClick	(1894.0, 240.0, 0.0)
2016-09-15 15:11:55.8360	EyeTracking Fixation	Started	1043	981	-63609549115836
2016-09-15 17:11:55.9790	EyeTracking AOI	NULL
2016-09-15 15:11:55.9860	EyeTracking Fixation	Ended	1042	969	150
2016-09-15 17:11:56.0470	EyeTracking AOI	NULL
2016-09-15 15:11:57.5000	EyeTracking Fixation	Started	1462	195	-63609549117500
2016-09-15 17:11:57.6492	EyeTracking AOI	NULL
2016-09-15 15:11:57.6180	EyeTracking Fixation	Ended	1448	182	118
2016-09-15 17:11:57.6812	EyeTracking AOI	NULL
2016-09-15 15:11:57.6850	EyeTracking Fixation	Started	1783	524	-63609549117685
2016-09-15 17:11:57.8352	EyeTracking AOI	NULL
2016-09-15 15:11:57.8000	EyeTracking Fixation	Ended	1772	543	115
2016-09-15 17:11:57.8682	EyeTracking AOI	NULL
2016-09-15 15:11:57.8340	EyeTracking Fixation	Started	1718	728	-63609549117834
2016-09-15 17:11:57.9832	EyeTracking AOI	NULL
2016-09-15 15:11:58.0170	EyeTracking Fixation	Ended	1719	740	183
2016-09-15 17:11:58.0822	EyeTracking AOI	NULL
2016-09-15 15:11:58.1160	EyeTracking Fixation	Started	1846	734	-63609549118116
2016-09-15 17:11:58.2672	EyeTracking AOI	NULL
2016-09-15 17:11:58.4332	GAME Move	(-0.2, 0.0, -0.1)
2016-09-15 17:11:58.4332	IDEAL PATH Gaze Factor	0.0100962164025326	=	0.0603318590103982	*	0.167344692640625	(none)	2016-09-15 15:11:55.8360
2016-09-15 17:11:58.4332	IDEAL PATH Gaze Factor	0.0202946994405809	=	0.0474610624215133	*	0.427607356538686	(none)	2016-09-15 15:11:57.5000
2016-09-15 17:11:58.4332	IDEAL PATH Gaze Factor	0.0393220010006409	=	0.0462544252413053	*	0.850124086409062	(none)	2016-09-15 15:11:57.6850
2016-09-15 17:11:58.4332	IDEAL PATH Gaze Factor	0.0585798526493441	=	0.0736048679926859	*	0.795869271243924	(none)	2016-09-15 15:11:57.8340
2016-09-15 17:11:58.4332	IDEAL PATH moveDistanceFactor	0.943466857097093
2016-09-15 17:11:58.4332	IDEAL PATH eyeMovementsFactor	0.128292769493099
2016-09-15 17:11:58.4332	IDEAL PATH SCORE	0.739673335196094
2016-09-15 17:11:58.4342	TargetDistance	1.01068234443665
2016-09-15 17:11:58.4342	GAME DoubleClick	(1884.0, 473.0, 0.0)
2016-09-15 15:11:58.4670	EyeTracking Fixation	Ended	1832	731	351
2016-09-15 17:11:58.5222	EyeTracking AOI	NULL
2016-09-15 15:11:58.6170	EyeTracking Fixation	Started	1294	972	-63609549118617
2016-09-15 17:11:58.7513	EyeTracking AOI	NULL
2016-09-15 15:11:58.7340	EyeTracking Fixation	Ended	1291	970	117
2016-09-15 17:11:58.7813	EyeTracking AOI	NULL
2016-09-15 15:11:59.8820	EyeTracking Fixation	Started	1455	665	-63609549119882
2016-09-15 17:12:00.0174	EyeTracking AOI	NULL
2016-09-15 15:11:59.9830	EyeTracking Fixation	Ended	1448	660	101
2016-09-15 17:12:00.0354	EyeTracking AOI	NULL
2016-09-15 15:12:00.0990	EyeTracking Fixation	Started	1691	640	-63609549120099
2016-09-15 17:12:00.2354	EyeTracking AOI	NULL
2016-09-15 15:12:00.1990	EyeTracking Fixation	Ended	1689	638	100
2016-09-15 17:12:00.2514	EyeTracking AOI	NULL
2016-09-15 15:12:00.2330	EyeTracking Fixation	Started	1532	595	-63609549120233
2016-09-15 17:12:00.3684	EyeTracking AOI	NULL
2016-09-15 15:12:00.4990	EyeTracking Fixation	Ended	1534	589	266
2016-09-15 17:12:00.5544	EyeTracking AOI	NULL
2016-09-15 15:12:00.5330	EyeTracking Fixation	Started	1662	590	-63609549120533
2016-09-15 17:12:00.6695	EyeTracking AOI	NULL
2016-09-15 15:12:00.7310	EyeTracking Fixation	Ended	1669	590	198
2016-09-15 17:12:00.7865	EyeTracking AOI	NULL
2016-09-15 17:12:00.8675	GAME Move	(0.0, 0.0, -0.1)
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.131462811853207	=	0.144192647292378	*	0.911716473216842	(none)	2016-09-15 15:11:58.1160
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.0201472529334811	=	0.0480642157641261	*	0.419173653687667	(none)	2016-09-15 15:11:58.6170
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.0236564705164523	=	0.0414913315570662	*	0.570154526950185	(none)	2016-09-15 15:11:59.8820
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.0312716069645426	=	0.0410805262941249	*	0.761227028608318	(none)	2016-09-15 15:12:00.0990
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.0677727452750536	=	0.109274199942372	*	0.620208112352182	(none)	2016-09-15 15:12:00.2330
2016-09-15 17:12:00.8685	IDEAL PATH Gaze Factor	0.0587910395184494	=	0.0813394420623673	*	0.722786363267296	(none)	2016-09-15 15:12:00.5330
2016-09-15 17:12:00.8685	IDEAL PATH moveDistanceFactor	0.89146500465558
2016-09-15 17:12:00.8685	IDEAL PATH eyeMovementsFactor	0.333101927061186
2016-09-15 17:12:00.8685	IDEAL PATH SCORE	0.751874235256981
2016-09-15 17:12:00.8695	TargetDistance	0.84416252374649
2016-09-15 17:12:00.8695	GAME DoubleClick	(1808.0, 574.0, 0.0)
2016-09-15 15:12:00.7490	EyeTracking Fixation	Started	1810	623	-63609549120749
2016-09-15 17:12:00.8845	EyeTracking AOI	NULL
2016-09-15 15:12:00.9150	EyeTracking Fixation	Ended	1813	631	166
2016-09-15 17:12:00.9705	EyeTracking AOI	NULL
2016-09-15 15:12:00.9330	EyeTracking Fixation	Started	1826	635	-63609549120933
2016-09-15 17:12:01.0685	EyeTracking AOI	NULL
2016-09-15 15:12:01.0990	EyeTracking Fixation	Ended	1814	638	166
2016-09-15 17:12:01.1515	EyeTracking AOI	NULL
2016-09-15 15:12:02.1150	EyeTracking Fixation	Started	1049	396	-63609549122115
2016-09-15 17:12:02.2536	EyeTracking AOI	NULL
2016-09-15 15:12:02.2140	EyeTracking Fixation	Ended	1031	391	99
2016-09-15 17:12:02.2696	EyeTracking AOI	NULL
2016-09-15 15:12:02.3130	EyeTracking Fixation	Started	911	395	-63609549122313
2016-09-15 17:12:02.4486	EyeTracking AOI	NULL
2016-09-15 15:12:02.4790	EyeTracking Fixation	Ended	899	393	166
2016-09-15 17:12:02.5376	EyeTracking AOI	NULL
2016-09-15 15:12:02.4970	EyeTracking Fixation	Started	902	377	-63609549122497
2016-09-15 17:12:02.6377	EyeTracking AOI	NULL
2016-09-15 15:12:02.6480	EyeTracking Fixation	Ended	895	392	151
2016-09-15 17:12:02.7027	EyeTracking AOI	NULL
2016-09-15 15:12:02.6970	EyeTracking Fixation	Started	1508	646	-63609549122697
2016-09-15 17:12:02.8377	EyeTracking AOI	NULL
2016-09-15 15:12:02.8460	EyeTracking Fixation	Ended	1510	657	149
2016-09-15 17:12:02.9037	EyeTracking AOI	NULL
2016-09-15 15:12:03.1800	EyeTracking Fixation	Started	1750	379	-63609549123180
2016-09-15 17:12:03.3187	EyeTracking AOI	NULL
2016-09-15 15:12:03.3140	EyeTracking Fixation	Ended	1750	371	134
2016-09-15 17:12:03.3777	EyeTracking AOI	NULL
2016-09-15 15:12:03.3470	EyeTracking Fixation	Started	1815	409	-63609549123347
2016-09-15 17:12:03.4887	EyeTracking AOI	NULL
2016-09-15 15:12:03.5630	EyeTracking Fixation	Ended	1811	409	216
2016-09-15 17:12:03.6218	EyeTracking AOI	NULL
2016-09-15 15:12:03.5980	EyeTracking Fixation	Started	1585	828	-63609549123598
2016-09-15 17:12:03.7528	EyeTracking AOI	NULL
2016-09-15 15:12:03.7470	EyeTracking Fixation	Ended	1592	843	149
2016-09-15 17:12:03.8048	EyeTracking AOI	NULL
2016-09-15 15:12:03.7800	EyeTracking Fixation	Started	1702	813	-63609549123780
2016-09-15 17:12:03.9218	EyeTracking AOI	NULL
2016-09-15 15:12:04.0460	EyeTracking Fixation	Ended	1721	813	266
2016-09-15 17:12:04.1078	EyeTracking AOI	NULL
2016-09-15 15:12:04.1990	EyeTracking Fixation	Started	854	852	-63609549124199
2016-09-15 17:12:04.3388	EyeTracking AOI	NULL
2016-09-15 15:12:04.3460	EyeTracking Fixation	Ended	854	861	147
2016-09-15 17:12:04.4188	EyeTracking AOI	NULL
2016-09-15 17:12:04.4528	GAME Move	(0.1, 0.0, -0.2)
2016-09-15 17:12:04.4528	IDEAL PATH Gaze Factor	0.0373513129704219	=	0.0463252586268027	*	0.806283959930477	(none)	2016-09-15 15:12:00.7490
